鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
松山區,建物,臺北市松山區八德路三段201~250號,0.0,商,,,10212,土地0建物1車位0,四層,13,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0910924,196.94,5,0,2,有,有,無,68182,346,,0.0,0
松山區,建物,臺北市松山區八德路四段751~800號,0.0,商,,,10211,土地0建物3車位5,十二層,16,辦公商業大樓,商業用,見使用執照,0880702,1084.57,12,2,0,有,有,有,362000,334,坡道平面,0.0,0
信義區,建物,臺北市信義區忠孝東路五段401~450號,114.0,商,,,10212,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,,85.07,0,0,0,無,無,無,220000,2586,,0.0,0
松山區,建物,臺北市松山區南京東路四段52巷1~50號,524.0,住,,,10212,土地0建物1車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960209,94.21,3,2,1,有,有,有,42000,446,,0.0,0
松山區,建物,臺北市松山區南京東路四段1~50號,0.0,商,,,10211,土地0建物0車位0,十五層,15,辦公商業大樓,商業用,鋼筋混凝土造,0781201,556.13,0,0,0,無,有,無,317661,571,,0.0,0
松山區,建物,臺北市松山區復興北路427巷1~50號,0.0,,,,10211,土地0建物1車位0,一層,5,其他,見使用執照,鋼筋混凝土造,0840721,122.96,0,0,0,無,無,有,41000,333,,0.0,0
松山區,建物,臺北市松山區八德路二段301~350號,0.0,商,,,10212,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,47.5,1,2,1,有,有,有,38000,800,,0.0,0
南港區,建物,臺北市南港區南港路三段50巷1~50號,0.0,工,,,10211,土地0建物1車位0,三層,5,廠辦,工業用,鋼筋混凝土造,0780915,368.0,0,0,0,無,有,無,79000,215,坡道平面,0.0,0
松山區,建物,臺北市松山區南京東路五段201~250號,0.0,其他,,,10211,土地0建物1車位0,九層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980331,65.5,1,2,1,有,有,有,30000,458,,0.0,0
信義區,建物,臺北市信義區信義路五段101~150號,0.0,其他,,,10211,土地0建物1車位0,七層,25,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0931130,183.38,2,2,2,有,有,有,85000,464,,0.0,0
松山區,建物,臺北市松山區八德路二段301~350號,0.0,商,,,10110,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,49.0,1,1,1,有,有,有,30000,612,,0.0,0
信義區,建物,臺北市信義區基隆路二段101~150號,0.0,商,,,10211,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,,128.77,0,0,0,無,無,有,30000,233,,0.0,0
信義區,建物,臺北市信義區基隆路二段101~150號,0.0,商,,,10211,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,,128.77,0,0,0,無,無,無,30000,233,,0.0,0
信義區,建物,臺北市信義區基隆路二段101~150號,0.0,商,,,10211,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,125.37,0,0,0,無,無,有,30000,239,,0.0,0
中山區,建物,臺北市中山區中山北路二段151~200號,0.0,住,,,10212,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0951129,51.76,2,1,1,有,有,有,30000,580,,0.0,0
中山區,建物,臺北市中山區農安街1~50號,0.0,商,,,10211,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980622,55.43,1,2,1,有,有,有,39000,704,,0.0,0
內湖區,建物,臺北市內湖區新湖二路101~150號,0.0,工,,,10212,土地0建物1車位0,五層,6,廠辦,工業用,鋼筋混凝土造,0920910,62.81,0,0,0,無,有,無,14800,236,,0.0,0
內湖區,建物,臺北市內湖區洲子街101~150號,0.0,工,,,10211,土地0建物1車位3,四層,10,廠辦,工業用,鋼筋混凝土造,0871015,352.23,0,0,0,無,有,有,109000,309,坡道平面,0.0,0
內湖區,建物,臺北市內湖區瑞光路251~300號,0.0,住,,,10212,土地0建物1車位0,一層,5,店面(店鋪),見使用執照,鋼筋混凝土造,0730719,113.77,0,0,0,無,無,無,85000,747,,0.0,0
中正區,建物,臺北市中正區新生南路一段56巷1~50號,0.0,其他,,,10211,土地0建物1車位0,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,0981222,66.88,0,0,1,有,有,無,76000,1136,,0.0,0
萬華區,建物,臺北市萬華區西寧南路101~150號,0.0,住,,,10211,土地0建物1車位0,七層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,91.51,2,1,1,有,有,有,55000,601,,0.0,0
中正區,建物,臺北市中正區信義路二段101~150號,0.0,住,,,10211,土地0建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950804,209.60000000000002,4,2,2,有,有,有,80000,382,坡道平面,46.9,0
大安區,建物,臺北市大安區復興南路二段210巷1~50號,0.0,住,,,10212,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0610615,116.17,4,2,2,有,無,無,40000,344,,0.0,0
大安區,建物,臺北市大安區建國南路一段301~350號,0.0,住,,,10211,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960130,150.26,2,2,2,有,有,有,50000,333,,0.0,0
大安區,建物,臺北市大安區光復南路260巷1~50號,0.0,,,,10212,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0890117,135.15,0,0,0,無,無,無,65000,481,,0.0,0
大安區,建物,臺北市大安區光復南路72巷51~100號,0.0,住,,,10212,土地0建物0車位0,全,4,透天厝,商業用,鋼筋混凝土造,,1434.0,0,0,0,無,有,無,644086,449,,0.0,0
大安區,建物,臺北市大安區忠孝東路四段181巷35弄1~50號,0.0,住,,,10212,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760806,110.77000000000001,3,2,2,有,有,有,40000,361,,0.0,0
文山區,建物,臺北市文山區興隆路三段207巷1~50號,4.83,住,,,10211,土地0建物1車位0,地下一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710225,95.36,0,0,0,無,無,無,15000,157,,0.0,0
內湖區,建物,臺北市內湖區洲子街101~150號,0.0,其他,,,10211,土地0建物1車位0,一層,10,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1010104,667.64,0,0,0,無,有,無,420000,629,,0.0,0
中山區,建物,臺北市中山區新生北路二段1~50號,0.0,商,,,10210,土地0建物1車位0,六層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850718,66.84,1,2,1,有,有,有,22000,329,,0.0,0
北投區,建物,臺北市北投區中正街51~100號,4.91,商,,,10212,土地0建物1車位0,一層,29,店面(店鋪),見其他登記事項,鋼骨鋼筋混凝土造,0961119,59.55,0,0,0,無,有,無,35000,588,,0.0,0
士林區,建物,臺北市士林區中山北路六段151~200號,0.0,住,,,10211,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0851030,383.94,0,0,0,無,無,無,93000,242,,0.0,0
北投區,建物,臺北市北投區石牌路二段315巷10弄1~50號,0.0,住,,,10211,土地0建物1車位0,三層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960625,144.62,3,2,2,有,有,有,53000,366,,0.0,0
北投區,建物,臺北市北投區行義路192巷15弄1~50號,30.42,住,,,10211,土地0建物1車位0,一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891114,85.89,2,2,1,有,無,有,24000,279,,0.0,0
中正區,建物,臺北市中正區衡陽路51~100號,0.0,,,,10211,土地0建物1車位0,五層,14,辦公商業大樓,見其他登記事項,見其他登記事項,0920321,193.27999999999997,0,0,0,無,無,有,105246,545,,0.0,0
中山區,建物,臺北市中山區南京東路二段151~200號,0.0,商,,,10211,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990528,114.17,2,2,1,有,有,有,58000,508,,0.0,0
中山區,建物,臺北市中山區復興北路351~400號,0.0,商,,,10211,土地0建物1車位0,地下層,12,辦公商業大樓,見使用執照,鋼筋混凝土造,0700610,468.75,0,0,0,無,有,無,155000,331,,0.0,0
中山區,建物,臺北市中山區中山北路二段183巷1~50號,0.0,商,,,10212,土地0建物1車位0,一層,3,公寓(5樓含以下無電梯),,加強磚造,,87.27,0,0,0,無,無,無,60000,688,,0.0,0
中山區,房地(土地+建物),臺北市中山區長安東路二段101~150號,94.04,商,,,10211,土地2建物7車位0,見其他登記事項,11,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0611007,744.77,0,0,0,無,有,無,260000,349,,0.0,0
中山區,建物,臺北市中山區新生北路三段1~50號,0.0,商,,,10212,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700703,86.38,2,2,1,有,有,有,23000,266,,0.0,0
松山區,房地(土地+建物),臺北市松山區八德路四段251~300號,85.0,住,,,10212,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680227,77.0,2,1,1,有,無,有,17000,221,,0.0,0
南港區,建物,臺北市南港區重陽路263巷1~50號,200.15,工,,,10212,土地0建物1車位0,一層,4,廠辦,工業用,鋼筋混凝土造,0770613,297.52,0,0,0,有,無,無,94500,318,,0.0,0
信義區,建物,臺北市信義區忠孝東路四段501~550號,42.68,住,,,10211,土地0建物1車位0,一層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,,324.46,0,0,0,無,有,無,450000,1387,,0.0,0
信義區,建物,臺北市信義區忠孝東路五段351~400號,0.0,商,,,10212,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0940531,50.230000000000004,1,1,1,有,有,有,40000,796,,0.0,0
中山區,建物,臺北市中山區龍江路155巷1~50號,0.0,,,,10212,土地0建物1車位0,三層,10,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780125,140.08,3,1,2,有,無,有,28000,200,,0.0,0
中山區,建物,臺北市中山區中山北路一段53巷1~50號,0.0,商,,,10211,土地0建物1車位0,一層,1,店面(店鋪),住家用,見使用執照,0890712,154.18,1,1,1,有,無,有,98000,636,,0.0,0
中山區,建物,臺北市中山區堤頂大道二段246巷1~50號,0.0,住,,,10212,土地0建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961226,400.09000000000003,4,2,4,有,有,有,195000,487,,0.0,0
中山區,建物,臺北市中山區八德路二段51~100號,0.0,住,,,10212,土地0建物1車位2,十一層,20,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010905,208.35999999999999,3,2,2,有,有,有,110000,528,坡道平面,57.51,0
中正區,建物,臺北市中正區仁愛路二段15巷1~50號,0.0,商,,,10110,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0991029,87.22,2,1,1,有,有,有,55000,631,,0.0,0
中正區,建物,臺北市萬華區信義路二段151~200號,0.0,商,,,10211,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990818,188.17,3,2,2,有,有,有,78000,415,,0.0,0
大安區,房地(土地+建物),臺北市大安區潮州街55巷1~50號,13.34,住,,,10211,土地1建物1車位0,二層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980302,62.37,1,1,1,有,無,有,33000,529,,0.0,0
大安區,建物,臺北市大安區延吉街51~100號,0.0,住,,,10212,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0750723,26.46,2,2,1,有,無,無,20000,756,,0.0,0
大安區,建物,臺北市大安區四維路170巷1~50號,0.0,住,,,10211,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0740502,266.67,0,0,3,有,有,無,240000,900,,0.0,0
大安區,建物,臺北市大安區四維路170巷1~50號,0.0,住,,,10212,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0740502,266.67,0,0,3,有,有,無,240000,900,,0.0,0
大安區,房地(土地+建物),臺北市大安區四維路198巷38弄1~50號,247.08,住,,,10211,土地1建物1車位0,二層,19,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0740522,71.1,0,0,0,無,無,無,17000,239,,0.0,0
大安區,建物,臺北市大安區大安路一段201~250號,0.0,住,,,10211,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),,鋼筋混凝土造,,107.23,2,2,2,有,有,有,35000,326,,0.0,0
大安區,建物,臺北市大安區市民大道三段201~250號,0.0,住,,,10212,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0991209,32.29,1,1,1,有,有,有,20000,619,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區行義路130巷1~50號,289.17,住,,,10212,土地1建物1車位1,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970609,128.61,3,2,2,有,有,無,38000,295,坡道平面,36.8,0
士林區,房地(土地+建物),臺北市士林區文昌路1~50號,32.25,住,,,10211,土地1建物1車位0,一層,4,店面(店鋪),商業用,加強磚造,0580712,109.04,1,1,1,有,無,無,100000,917,,0.0,0
北投區,建物,臺北市北投區裕民二路1~50號,0.0,商,,,10211,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950630,180.86,2,2,2,有,有,有,47000,260,坡道平面,42.09,0
士林區,建物,臺北市士林區天母東路105巷16弄1~50號,0.0,住,,,10211,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0640913,98.92,3,2,4,有,無,有,67000,677,坡道平面,0.0,0
士林區,建物,臺北市士林區中山北路六段405巷51~100號,0.0,住,,,10212,土地0建物1車位1,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971209,238.55,4,2,2,有,有,有,105000,440,坡道平面,32.38,0
中正區,建物,臺北市中正區和平西路一段55巷1~50號,0.0,住,,,10201,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990903,108.87,2,1,1,有,有,有,53600,492,,0.0,0
大安區,建物,臺北市大安區大安路一段201~250號,0.0,住,,,10212,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,,113.58,0,0,0,無,無,無,230000,2025,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段411巷1~50號,34.15,住,,,10212,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830309,132.88,3,2,2,有,無,無,41500,312,坡道平面,61.11,0
內湖區,建物,臺北市內湖區星雲街151~200號,0.0,住,,,10212,土地0建物1車位0,一層,16,店面(店鋪),商業用,鋼筋混凝土造,0841023,110.31,0,0,0,無,有,有,53000,480,,0.0,0
信義區,建物,臺北市信義區松德路101~150號,0.0,住,,,10212,土地0建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831006,174.79,4,2,2,有,有,有,42000,240,坡道平面,0.0,0
信義區,房地(土地+建物),臺北市信義區忠孝東路四段559巷1~50號,495.0,住,,,10212,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,141.0,3,2,2,有,無,無,32000,227,,0.0,0
大安區,房地(土地+建物),臺北市大安區延吉街151~200號,410.0,住,,,10212,土地1建物1車位0,一層,7,店面(店鋪),見使用執照,鋼筋混凝土造,0700123,136.85,0,0,0,無,無,無,150000,1096,,0.0,0
